"text", "translation"
"育成でGⅡレースに\n40回勝利しよう","在育成中获得 40 次 GII 比赛胜利"
"育成でGⅡレースに\n50回勝利しよう","在育成中获得 50 次 GII 比赛胜利"
"育成でGⅡレースに\n60回勝利しよう","在育成中获得 60 次 GII 比赛胜利"
"育成でGⅡレースに\n70回勝利しよう","在育成中获得 70 次 GII 比赛胜利"
"育成でGⅡレースに\n80回勝利しよう","在育成中获得 80 次 GII 比赛胜利"
"育成でGⅡレースに\n90回勝利しよう","在育成中获得 90 次 GII 比赛胜利"
"育成でGⅡレースに\n100回勝利しよう","在育成中获得 100 次 GII 比赛胜利"
"育成でGⅢレースに\n1回勝利しよう","在育成中获得 1 次 GIII 比赛胜利"
"育成でGⅢレースに\n5回勝利しよう","在育成中获得 5 次 GIII 比赛胜利"
"育成でGⅢレースに\n10回勝利しよう","在育成中获得 10 次 GIII 比赛胜利"
"育成でGⅢレースに\n20回勝利しよう","在育成中获得 20 次 GIII 比赛胜利"
"育成でGⅢレースに\n30回勝利しよう","在育成中获得 30 次 GIII 比赛胜利"
"育成でGⅢレースに\n40回勝利しよう","在育成中获得 40 次 GIII 比赛胜利"
"育成でGⅢレースに\n50回勝利しよう","在育成中获得 50 次 GIII 比赛胜利"
"育成でGⅢレースに\n60回勝利しよう","在育成中获得 60 次 GIII 比赛胜利"
"育成でGⅢレースに\n70回勝利しよう","在育成中获得 70 次 GIII 比赛胜利"
"育成でGⅢレースに\n80回勝利しよう","在育成中获得 80 次 GIII 比赛胜利"
"育成でGⅢレースに\n90回勝利しよう","在育成中获得 90 次 GIII 比赛胜利"
"育成でGⅢレースに\n100回勝利しよう","在育成中获得 100 次 GIII 比赛胜利"
"育成でトロフィー[GI]を\n3種類獲得しよう","在育成中获得 3 个 GI 奖杯"
"育成でトロフィー[GI]を\n5種類獲得しよう","在育成中获得 5 个 GI 奖杯"
"育成でトロフィー[GI]を\n10種類獲得しよう","在育成中获得 10 个 GI 奖杯"
"育成でトロフィー[GI]を\n15種類獲得しよう","在育成中获得 15 个 GI 奖杯"
"育成でトロフィー[GI]を\n20種類獲得しよう","在育成中获得 20 个 GI 奖杯"
"育成でトロフィーを\n10種類獲得しよう","在育成中获得 10 个不同的奖杯"
"育成でトロフィーを\n15種類獲得しよう","在育成中获得 15 个不同的奖杯"
"育成でトロフィーを\n20種類獲得しよう","在育成中获得 20 个不同的奖杯"
"育成でトロフィーを\n25種類獲得しよう","在育成中获得 25 个不同的奖杯"
"育成でトロフィーを\n30種類獲得しよう","在育成中获得 30 个不同的奖杯"
"育成でトロフィーを\n35種類獲得しよう","在育成中获得 35 个不同的奖杯"
"育成でトロフィーを\n40種類獲得しよう","在育成中获得 40 个不同的奖杯"
"育成でトロフィーを\n45種類獲得しよう","在育成中获得 45 个不同的奖杯"
"育成でトロフィーを\n50種類獲得しよう","在育成中获得 50 个不同的奖杯"
"育成でトロフィーを\n55種類獲得しよう","在育成中获得 55 个不同的奖杯"
"育成でトロフィーを\n60種類獲得しよう","在育成中获得 60 个不同的奖杯"
"育成でトロフィーを\n65種類獲得しよう","在育成中获得 65 个不同的奖杯"
"育成でトロフィーを\n70種類獲得しよう","在育成中获得 70 个不同的奖杯"
"育成でトロフィーを\n75種類獲得しよう","在育成中获得 75 个不同的奖杯"
"育成でトロフィーを\n80種類獲得しよう","在育成中获得 80 个不同的奖杯"
"育成でトロフィーを\n85種類獲得しよう","在育成中获得 85 个不同的奖杯"
"育成でトロフィーを\n90種類獲得しよう","在育成中获得 90 个不同的奖杯"
"育成でトロフィーを\n95種類獲得しよう","在育成中获得 95 个不同的奖杯"
"育成でトロフィーを\n100種類獲得しよう","在育成中获得 100 个不同的奖杯"
"クレーンゲームを1回プレイしよう","完成 1 次娃娃机游戏"
"クレーンゲームを5回プレイしよう","完成 5 次娃娃机游戏"
"クレーンゲームを10回プレイしよう","完成 10 次娃娃机游戏"
"クレーンゲームを30回プレイしよう","完成 30 次娃娃机游戏"
"戦績が5勝以上で\n育成を完了しよう","在育成中获得 5 次胜利"
"戦績が10勝以上で\n育成を完了しよう","在单次育成中获得 10 次胜利"
"戦績が15勝以上で\n育成を完了しよう","在单次育成中获得 15 次胜利"
"戦績が20勝以上で\n育成を完了しよう","在单次育成中获得 20 次胜利"
"戦績が21勝以上で\n育成を完了しよう","在单次育成中获得 21 次胜利"
"戦績が22勝以上で\n育成を完了しよう","在单次育成中获得 22 次胜利"
"戦績が23勝以上で\n育成を完了しよう","在单次育成中获得 23 次胜利"
"戦績が24勝以上で\n育成を完了しよう","在单次育成中获得 24 次胜利"
"戦績が25勝以上で\n育成を完了しよう","在单次育成中获得 25 次胜利"
"戦績が26勝以上で\n育成を完了しよう","在单次育成中获得 26 次胜利"
"戦績が27勝以上で\n育成を完了しよう","在单次育成中获得 27 次胜利"
"戦績が28勝以上で\n育成を完了しよう","在单次育成中获得 28 次胜利"
"戦績が29勝以上で\n育成を完了しよう","在单次育成中获得 29 次胜利"
"戦績が30勝以上で\n育成を完了しよう","在单次育成中获得 30 次胜利"
"育成ランク[F]以上で\n育成を完了しよう","完成一次[F]以上育成"
"育成ランク[F+]以上で\n育成を完了しよう","完成一次[F+]以上育成"
"育成ランク[E]以上で\n育成を完了しよう","完成一次[E]以上育成"
"育成ランク[E+]以上で\n育成を完了しよう","完成一次[E+]以上育成"
"育成ランク[D]以上で\n育成を完了しよう","完成一次[D]以上育成"
"育成ランク[D+]以上で\n育成を完了しよう","完成一次[D+]以上育成"
"育成ランク[C]以上で\n育成を完了しよう","完成一次[C]以上育成"
"育成ランク[C+]以上で\n育成を完了しよう","完成一次[C+]以上育成"
"育成ランク[B]以上で\n育成を完了しよう","完成一次[B]以上育成"
"育成ランク[B+]以上で\n育成を完了しよう","完成一次[B+]以上育成"
"育成ランク[A]以上で\n育成を完了しよう","完成一次[A]以上育成"
"育成ランク[A+]以上で\n育成を完了しよう","完成一次[A+]以上育成"
"育成ランク[S]以上で\n育成を完了しよう","完成一次[S]以上育成"
"育成ランク[S+]以上で\n育成を完了しよう","完成一次[S+]以上育成"
"育成ランク[SS]以上で\n育成を完了しよう","完成一次[SS]以上育成"
"クラシック三冠を\n制覇して育成を完了しよう","在育成中获得 クラシック 三连冠"
"秋シニア三冠を\n制覇して育成を完了しよう","在育成中获得 秋シニア 三连冠"
"トリプルティアラを\n制覇して育成を完了しよう","在育成中获得 トリプルティアラ 连冠"
"春シニア三冠を\n制覇して育成を完了しよう","在育成中获得 春シニア 三连冠
"天皇賞を春秋連覇して\n育成を完了しよう","在育成中获得 天皇賞 春秋连冠"
"春秋グランプリを\n制覇して育成を完了しよう","在育成中获得 グランプリ 春秋连冠"
"春秋マイルを\n制覇して育成を完了しよう","在育成中获得 マイル 春秋连冠"
"春秋スプリントを\n制覇して育成を完了しよう","在育成中获得 スプリント 春秋连冠"
"春秋ダートを\n制覇して育成を完了しよう","在育成中获得 ダート 春秋连冠"
"育成でフェブラリーSに\n勝利しよう","在育成中获得 フェブラリーS 胜利"
"育成で高松宮記念に\n勝利しよう","在育成中获得 高松宮記念 胜利"
"育成で大阪杯に\n勝利しよう","在育成中获得 大阪杯 胜利"
"育成で桜花賞に\n勝利しよう","在育成中获得 桜花賞 胜利"
"育成で皐月賞に\n勝利しよう","在育成中获得 皐月賞 胜利"
"育成で天皇賞（春）に\n勝利しよう","在育成中获得 天皇賞（春） 胜利"
"育成でNHKマイルCに\n勝利しよう","在育成中获得 NHKマイルC 胜利"
"育成でヴィクトリアマイルに\n勝利しよう","在育成中获得 ヴィクトリアマイル 胜利"
"育成でオークスに\n勝利しよう","在育成中获得 オークス 胜利"
"育成で日本ダービーに\n勝利しよう","在育成中获得 日本ダービー 胜利"
"育成で安田記念に\n勝利しよう","在育成中获得 安田記念 胜利"
"育成で宝塚記念に\n勝利しよう","在育成中获得 宝塚記念 胜利"
"育成でスプリンターズSに\n勝利しよう","在育成中获得 でスプリンターズS 胜利"
"育成で秋華賞に\n勝利しよう","在育成中获得 秋華賞 胜利"
"育成で菊花賞に\n勝利しよう","在育成中获得 菊花賞 胜利"
"育成で天皇賞（秋）に\n勝利しよう","在育成中获得 天皇賞（秋） 胜利"
"育成でエリザベス女王杯に\n勝利しよう","在育成中获得 エリザベス女王杯 胜利"
"育成でマイルCSに\n勝利しよう","在育成中获得 マイルCS 胜利"
"育成でジャパンCに\n勝利しよう","在育成中获得 ジャパンC 胜利"
"育成でチャンピオンズCに\n勝利しよう","在育成中获得 チャンピオンズC 胜利"
"育成で阪神JFに\n勝利しよう","在育成中获得 阪神JF 胜利"
"育成で朝日杯FSに\n勝利しよう","在育成中获得 朝日杯FS 胜利"
"育成で有馬記念に\n勝利しよう","在育成中获得 有馬記念 胜利"
"育成でホープフルSに\n勝利しよう","在育成中获得 ホープフルS 胜利"
"育成で帝王賞に\n勝利しよう","在育成中获得 帝王賞 胜利"
"育成でジャパンダートダービーに\n勝利しよう","在育成中获得 ジャパンダートダービー 胜利"
"育成でJBCレディスクラシックに\n勝利しよう","在育成中获得 JBCレディスクラシック 胜利"
"育成でJBCスプリントに\n勝利しよう","在育成中获得 JBCスプリント 胜利"
"育成でJBCクラシックに\n勝利しよう","在育成中获得 JBCクラシック 胜利"
"育成で東京大賞典に\n勝利しよう","在育成中获得 東京大賞典 胜利"
"育成ウマ娘1人の\nグッドエンディングをみよう","在育成中获得 1 位赛马娘的完美结局"
"育成ウマ娘2人の\nグッドエンディングをみよう","在育成中获得 2 位赛马娘的完美结局"
"育成ウマ娘3人の\nグッドエンディングをみよう","在育成中获得 3 位赛马娘的完美结局"
"育成ウマ娘4人の\nグッドエンディングをみよう","在育成中获得 4 位赛马娘的完美结局"
"育成ウマ娘5人の\nグッドエンディングをみよう","在育成中获得 5 位赛马娘的完美结局"
"育成ウマ娘6人の\nグッドエンディングをみよう","在育成中获得 6 位赛马娘的完美结局"
"育成ウマ娘7人の\nグッドエンディングをみよう","在育成中获得 7 位赛马娘的完美结局"
"育成ウマ娘8人の\nグッドエンディングをみよう","在育成中获得 8 位赛马娘的完美结局"
"育成ウマ娘9人の\nグッドエンディングをみよう","在育成中获得 9 位赛马娘的完美结局"
"育成ウマ娘10人の\nグッドエンディングをみよう","在育成中获得 10 位赛马娘的完美结局"
"育成ウマ娘11人の\nグッドエンディングをみよう","在育成中获得 11 位赛马娘的完美结局"
"育成ウマ娘12人の\nグッドエンディングをみよう","在育成中获得 12 位赛马娘的完美结局"
"育成ウマ娘13人の\nグッドエンディングをみよう","在育成中获得 13 位赛马娘的完美结局"
"育成ウマ娘14人の\nグッドエンディングをみよう","在育成中获得 14 位赛马娘的完美结局"
"育成ウマ娘15人の\nグッドエンディングをみよう","在育成中获得 15 位赛马娘的完美结局"
"育成ウマ娘16人の\nグッドエンディングをみよう","在育成中获得 16 位赛马娘的完美结局"
"育成ウマ娘17人の\nグッドエンディングをみよう","在育成中获得 17 位赛马娘的完美结局"
"育成ウマ娘18人の\nグッドエンディングをみよう","在育成中获得 18 位赛马娘的完美结局"
"育成ウマ娘19人の\nグッドエンディングをみよう","在育成中获得 19 位赛马娘的完美结局"
"育成ウマ娘20人の\nグッドエンディングをみよう","在育成中获得 20 位赛马娘的完美结局"
"育成ウマ娘21人の\nグッドエンディングをみよう","在育成中获得 21 位赛马娘的完美结局"
"育成ウマ娘22人の\nグッドエンディングをみよう","在育成中获得 22 位赛马娘的完美结局"
"育成ウマ娘23人の\nグッドエンディングをみよう","在育成中获得 23 位赛马娘的完美结局"
"育成ウマ娘24人の\nグッドエンディングをみよう","在育成中获得 24 位赛马娘的完美结局"
"育成ウマ娘25人の\nグッドエンディングをみよう","在育成中获得 25 位赛马娘的完美结局"
"育成ウマ娘26人の\nグッドエンディングをみよう","在育成中获得 26 位赛马娘的完美结局"
"育成ウマ娘27人の\nグッドエンディングをみよう","在育成中获得 27 位赛马娘的完美结局"
"育成ウマ娘28人の\nグッドエンディングをみよう","在育成中获得 28 位赛马娘的完美结局"
"育成ウマ娘29人の\nグッドエンディングをみよう","在育成中获得 29 位赛马娘的完美结局"
"育成ウマ娘30人の\nグッドエンディングをみよう","在育成中获得 30 位赛马娘的完美结局"
"育成ウマ娘31人の\nグッドエンディングをみよう","在育成中获得 31 位赛马娘的完美结局"
"育成ウマ娘32人の\nグッドエンディングをみよう","在育成中获得 32 位赛马娘的完美结局"
"育成ウマ娘33人の\nグッドエンディングをみよう","在育成中获得 33 位赛马娘的完美结局"
"育成ウマ娘34人の\nグッドエンディングをみよう","在育成中获得 34 位赛马娘的完美结局"
"育成ウマ娘35人の\nグッドエンディングをみよう","在育成中获得 35 位赛马娘的完美结局"
"育成ウマ娘36人の\nグッドエンディングをみよう","在育成中获得 36 位赛马娘的完美结局"
"育成ウマ娘37人の\nグッドエンディングをみよう","在育成中获得 37 位赛马娘的完美结局"
"育成ウマ娘38人の\nグッドエンディングをみよう","在育成中获得 38 位赛马娘的完美结局"
"育成ウマ娘39人の\nグッドエンディングをみよう","在育成中获得 39 位赛马娘的完美结局"
"育成ウマ娘40人の\nグッドエンディングをみよう","在育成中获得 40 位赛马娘的完美结局"
"育成ウマ娘41人の\nグッドエンディングをみよう","在育成中获得 41 位赛马娘的完美结局"
"育成ウマ娘42人の\nグッドエンディングをみよう","在育成中获得 42 位赛马娘的完美结局"
"育成ウマ娘43人の\nグッドエンディングをみよう","在育成中获得 43 位赛马娘的完美结局"
"育成ウマ娘44人の\nグッドエンディングをみよう","在育成中获得 44 位赛马娘的完美结局"
"育成ウマ娘45人の\nグッドエンディングをみよう","在育成中获得 45 位赛马娘的完美结局"
"育成ウマ娘46人の\nグッドエンディングをみよう","在育成中获得 46 位赛马娘的完美结局"
"育成ウマ娘47人の\nグッドエンディングをみよう","在育成中获得 47 位赛马娘的完美结局"
"育成ウマ娘48人の\nグッドエンディングをみよう","在育成中获得 48 位赛马娘的完美结局"
"育成ウマ娘49人の\nグッドエンディングをみよう","在育成中获得 49 位赛马娘的完美结局"
"育成ウマ娘50人の\nグッドエンディングをみよう","在育成中获得 50 位赛马娘的完美结局"
"デイリーレースで\n1勝しよう","在日常比赛中赢得 1 场胜利"
"デイリーレースで\n3勝しよう","在日常比赛中赢得 3 场胜利"
"デイリーレースで\n5勝しよう","在日常比赛中赢得 5 场胜利"
"デイリーレースで\n10勝しよう","在日常比赛中赢得 10 场胜利"
"チーム競技場を\n1回プレイしよう","完成 1 次竞技场比赛"
"チーム競技場を\n3回プレイしよう","完成 3 次竞技场比赛"
"チーム競技場を\n5回プレイしよう","完成 5 次竞技场比赛"
"チーム競技場を\n10回プレイしよう","完成 10 次竞技场比赛"
"チーム競技場を\n15回プレイしよう","完成 15 次竞技场比赛"
"チーム競技場を\n20回プレイしよう","完成 20 次竞技场比赛"
"チーム競技場を\n25回プレイしよう","完成 25 次竞技场比赛"
"チーム競技場を\n30回プレイしよう","完成 30 次竞技场比赛"
"チーム競技場を\n35回プレイしよう","完成 35 次竞技场比赛"
"チーム競技場を\n40回プレイしよう","完成 40 次竞技场比赛"
"チーム競技場を\n45回プレイしよう","完成 45 次竞技场比赛"
"チーム競技場を\n50回プレイしよう","完成 50 次竞技场比赛"
"チーム競技場を\n60回プレイしよう","完成 60 次竞技场比赛"
"チーム競技場を\n70回プレイしよう","完成 70 次竞技场比赛"
"チーム競技場を\n80回プレイしよう","完成 80 次竞技场比赛"
"チーム競技場を\n90回プレイしよう","完成 90 次竞技场比赛"
"チーム競技場を\n100回プレイしよう","完成 100 次竞技场比赛"
"チーム競技場を\n150回プレイしよう","完成 150 次竞技场比赛"
"チーム競技場を\n200回プレイしよう","完成 200 次竞技场比赛"
"チーム競技場を\n250回プレイしよう","完成 250 次竞技场比赛"
"チーム競技場を\n300回プレイしよう","完成 300 次竞技场比赛"
"チーム競技場を\n350回プレイしよう","完成 350 次竞技场比赛"
"チーム競技場を\n400回プレイしよう","完成 400 次竞技场比赛"
"チーム競技場を\n450回プレイしよう","完成 450 次竞技场比赛"
"チーム競技場を\n500回プレイしよう","完成 500 次竞技场比赛"
"チーム競技場を\n600回プレイしよう","完成 600 次竞技场比赛"
"チーム競技場を\n700回プレイしよう","完成 700 次竞技场比赛"
"チーム競技場を\n800回プレイしよう","完成 800 次竞技场比赛"
"チーム競技場を\n900回プレイしよう","完成 900 次竞技场比赛"
"チーム競技場を\n1000回プレイしよう","完成 1000 次竞技场比赛"
"チーム競技場を\n1200回プレイしよう","完成 1200 次竞技场比赛"
"チーム競技場を\n1400回プレイしよう","完成 1400 次竞技场比赛"
"チーム競技場を\n1600回プレイしよう","完成 1600 次竞技场比赛"
"チーム競技場を\n1800回プレイしよう","完成 1800 次竞技场比赛"
"チーム競技場を\n2000回プレイしよう","完成 2000 次竞技场比赛"
"チーム競技場を\n2200回プレイしよう","完成 2200 次竞技场比赛"
"チーム競技場を\n2400回プレイしよう","完成 2400 次竞技场比赛"
"チーム競技場を\n2600回プレイしよう","完成 2600 次竞技场比赛"
"チーム競技場を\n2800回プレイしよう","完成 2800 次竞技场比赛"
"チーム競技場を\n3000回プレイしよう","完成 3000 次竞技场比赛"
"チーム競技場を\n3200回プレイしよう","完成 3200 次竞技场比赛"
"チーム競技場を\n3400回プレイしよう","完成 3400 次竞技场比赛"
"チーム競技場を\n3600回プレイしよう","完成 3600 次竞技场比赛"
"チーム競技場を\n3800回プレイしよう","完成 3800 次竞技场比赛"
"チーム競技場を\n4000回プレイしよう","完成 4000 次竞技场比赛"
"チーム競技場を\n4200回プレイしよう","完成 4200 次竞技场比赛"
"チーム競技場を\n4400回プレイしよう","完成 4400 次竞技场比赛"
"チーム競技場を\n4600回プレイしよう","完成 4600 次竞技场比赛"
"チーム競技場を\n4800回プレイしよう","完成 4800 次竞技场比赛"
"チーム競技場を\n5000回プレイしよう","完成 5000 次竞技场比赛"
"チーム競技場を\n5200回プレイしよう","完成 5200 次竞技场比赛"
"チーム競技場を\n5400回プレイしよう","完成 5400 次竞技场比赛"
"チーム競技場を\n5600回プレイしよう","完成 5600 次竞技场比赛"
"チーム競技場を\n5800回プレイしよう","完成 5800 次竞技场比赛"
"チーム競技場を\n6000回プレイしよう","完成 6000 次竞技场比赛"
"チーム競技場を\n6200回プレイしよう","完成 6200 次竞技场比赛"
"チーム競技場を\n6400回プレイしよう","完成 6400 次竞技场比赛"
"チーム競技場を\n6600回プレイしよう","完成 6600 次竞技场比赛"
"チーム競技場を\n6800回プレイしよう","完成 6800 次竞技场比赛"
"チーム競技場を\n7000回プレイしよう","完成 7000 次竞技场比赛"
"チーム競技場を\n7200回プレイしよう","完成 7200 次竞技场比赛"
"チーム競技場を\n7400回プレイしよう","完成 7400 次竞技场比赛"
"チーム競技場を\n7600回プレイしよう","完成 7600 次竞技场比赛"
"チーム競技場を\n7800回プレイしよう","完成 7800 次竞技场比赛"
"チーム競技場を\n8000回プレイしよう","完成 8000 次竞技场比赛"
"チーム競技場を\n8200回プレイしよう","完成 8200 次竞技场比赛"
"チーム競技場を\n8400回プレイしよう","完成 8400 次竞技场比赛"
"チーム競技場を\n8600回プレイしよう","完成 8600 次竞技场比赛"
"チーム競技場を\n8800回プレイしよう","完成 8800 次竞技场比赛"
"チーム競技場を\n9000回プレイしよう","完成 9000 次竞技场比赛"
"チーム競技場を\n9200回プレイしよう","完成 9200 次竞技场比赛"
"チーム競技場を\n9400回プレイしよう","完成 9400 次竞技场比赛"
"チーム競技場を\n9600回プレイしよう","完成 9600 次竞技场比赛"
"チーム競技場を\n9800回プレイしよう","完成 9800 次竞技场比赛"
"チーム競技場を\n10000回プレイしよう","完成 10000 次竞技场比赛"
"チーム競技場を\n10200回プレイしよう","完成 10200 次竞技场比赛"
"チーム競技場を\n10400回プレイしよう","完成 10400 次竞技场比赛"
"チーム競技場を\n10600回プレイしよう","完成 10600 次竞技场比赛"
"チーム競技場を\n10800回プレイしよう","完成 10800 次竞技场比赛"
"チーム競技場を\n11000回プレイしよう","完成 11000 次竞技场比赛"
"チーム競技場を\n11200回プレイしよう","完成 11200 次竞技场比赛"
"チーム競技場を\n11400回プレイしよう","完成 11400 次竞技场比赛"
"チーム競技場を\n11600回プレイしよう","完成 11600 次竞技场比赛"
"チーム競技場を\n11800回プレイしよう","完成 11800 次竞技场比赛"
"チーム競技場を\n12000回プレイしよう","完成 12000 次竞技场比赛"
"育成ウマ娘の覚醒Lvを\n1回上げよう","觉醒 1 次赛马娘等级"
"育成ウマ娘の覚醒Lvを\n3回上げよう","觉醒 3 次赛马娘等级"
"育成ウマ娘の覚醒Lvを\n5回上げよう","觉醒 5 次赛马娘等级"
"育成ウマ娘の覚醒Lvを\n10回上げよう","觉醒 10 次赛马娘等级"
"育成ウマ娘の覚醒Lvを\n15回上げよう","觉醒 15 次赛马娘等级"
"育成ウマ娘の覚醒Lvを\n20回上げよう","觉醒 20 次赛马娘等级"
"育成ウマ娘の覚醒Lvを\n25回上げよう","觉醒 25 次赛马娘等级"
"育成ウマ娘の覚醒Lvを\n30回上げよう","觉醒 30 次赛马娘等级"
"育成ウマ娘の覚醒Lvを\n35回上げよう","觉醒 35 次赛马娘等级"
"育成ウマ娘の覚醒Lvを\n40回上げよう","觉醒 40 次赛马娘等级"
"育成ウマ娘の覚醒Lvを\n45回上げよう","觉醒 45 次赛马娘等级"
"育成ウマ娘の覚醒Lvを\n50回上げよう","觉醒 50 次赛马娘等级"
"育成ウマ娘の覚醒Lvを\n55回上げよう","觉醒 55 次赛马娘等级"
"育成ウマ娘の覚醒Lvを\n60回上げよう","觉醒 60 次赛马娘等级"
"育成ウマ娘の覚醒Lvを\n65回上げよう","觉醒 65 次赛马娘等级"
"育成ウマ娘の覚醒Lvを\n70回上げよう","觉醒 70 次赛马娘等级"
"育成ウマ娘の覚醒Lvを\n75回上げよう","觉醒 75 次赛马娘等级"
"育成ウマ娘の覚醒Lvを\n80回上げよう","觉醒 80 次赛马娘等级"
"育成ウマ娘の覚醒Lvを\n85回上げよう","觉醒 85 次赛马娘等级"
"育成ウマ娘の覚醒Lvを\n90回上げよう","觉醒 90 次赛马娘等级"
"育成ウマ娘の覚醒Lvを\n95回上げよう","觉醒 95 次赛马娘等级"
"育成ウマ娘の覚醒Lvを\n100回上げよう","觉醒 100 次赛马娘等级"
"育成ウマ娘の覚醒Lvを\n105回上げよう","觉醒 105 次赛马娘等级"
"育成ウマ娘の覚醒Lvを\n110回上げよう","觉醒 110 次赛马娘等级"
"育成ウマ娘の覚醒Lvを\n115回上げよう","觉醒 115 次赛马娘等级"
"育成ウマ娘の覚醒Lvを\n120回上げよう","觉醒 120 次赛马娘等级"
"育成ウマ娘の覚醒Lvを\n125回上げよう","觉醒 125 次赛马娘等级"
"育成ウマ娘の覚醒Lvを\n130回上げよう","觉醒 130 次赛马娘等级"
"育成ウマ娘の覚醒Lvを\n135回上げよう","觉醒 135 次赛马娘等级"
"育成ウマ娘の覚醒Lvを\n140回上げよう","觉醒 140 次赛马娘等级"
"育成ウマ娘の覚醒Lvを\n145回上げよう","觉醒 145 次赛马娘等级"
"育成ウマ娘の覚醒Lvを\n150回上げよう","觉醒 150 次赛马娘等级"
"育成ウマ娘の覚醒Lvを\n155回上げよう","觉醒 155 次赛马娘等级"
"育成ウマ娘の覚醒Lvを\n160回上げよう","觉醒 160 次赛马娘等级"
"育成ウマ娘の覚醒Lvを\n165回上げよう","觉醒 165 次赛马娘等级"
